accession	collected_by	collection_date	country	identified_by	lat_lon	scientific_name	sequence_length	specimen_voucher	trace_count
JQ174154		11-Nov-2000	Guyana		2.817 N 59.817 W	Basileuterus flaveolus	652	USNM:Birds:625906	2
JQ174152		24-Jul-2004	Guyana		4.965 N 59.914 W	Basileuterus bivittatus	652	USNM:Birds:632572	2
JQ174151		31-Mar-2001	Guyana		5.267 N 60.733 W	Basileuterus bivittatus	652	USNM:Birds:626653	2
JQ174150		04-Feb-1989	Panama: Bocas Del Toro			Baryphthengus martii	649	USNM:Birds:606819	2
JQ174149		21-Apr-1990	Panama: Bocas Del Toro			Baryphthengus martii	652	USNM:Birds:613419	2
JQ174132		09-Apr-2001	Guyana		5.267 N 60.733 W	Automolus roraimae	652	USNM:Birds:626676	2
JQ174131		25-Mar-2001	Guyana		5.283 N 60.75 W	Automolus roraimae	652	USNM:Birds:626785	2
JQ174130		24-Jul-2004	Guyana		4.965 N 59.914 W	Automolus roraimae	652	USNM:Birds:632758	2
JQ174129		02-Apr-2001	Guyana		5.267 N 60.733 W	Automolus roraimae	652	USNM:Birds:626854	2
JQ174127		22-Sep-1986	Brazil: Para		3.65 S 52.367 W	Automolus infuscatus	652	USNM:Birds:562262	2
JQ174126		25-Jul-2004	Guyana		4.933 N 59.883 W	Automolus infuscatus	652	USNM:Birds:632817	2
JQ174124		12-Mar-1991	Panama: Bocas Del Toro			Aulacorhynchus prasinus	652	USNM:Birds:614003	2
JQ174123		01-Jan-2001	Panama: Chiriqui			Aulacorhynchus prasinus	652	USNM:Birds:607584	2
JQ174122		09-May-1990	Panama: Chiriqui			Aulacorhynchus prasinus	652	USNM:Birds:613302	2
JQ174120		30-Mar-2001	Guyana		5.267 N 60.733 W	Aulacorhynchus derbianus	639	USNM:Birds:626898	2
JQ174119		02-Apr-2001	Guyana		5.267 N 60.733 W	Aulacorhynchus derbianus	652	USNM:Birds:626661	2
JQ174117		14-Feb-1988	Panama: Bocas Del Toro			Attila spadiceus	652	USNM:Birds:606321	2
JQ174110		17-Jan-2001	Guyana		5.517 N 60.733 W	Atticora fasciata	652	USNM:Birds:626737	2
JQ174109		17-Jan-2001	Guyana		5.517 N 60.733 W	Atticora fasciata	652	USNM:Birds:627170	2
JQ174108		02-Apr-2001	Guyana		5.267 N 60.733 W	Atlapetes personatus	652	USNM:Birds:626908	2
JQ174107		29-Mar-2001	Guyana		5.267 N 60.733 W	Atlapetes personatus	639	USNM:Birds:626893	2
JQ174106		07-Apr-2001	Guyana		5.267 N 60.733 W	Atlapetes personatus	652	USNM:Birds:626819	2
JQ174102			United Kingdom			Athene noctua	652	USNM:Birds:621343	2
JQ174101		06-Mar-1994	United Kingdom			Athene noctua	652	USNM:Birds:621274	2
JQ174098		06-Nov-2000	Guyana		2.817 N 59.817 W	Arundinicola leucocephala	652	USNM:Birds:627492	2
JQ173906		05-Dec-1994	Myanmar: Sagaing			Aegithina tiphia	652	USNM:Birds:620443	2
JQ173905		29-Apr-1995	Myanmar: Chin			Actinodura egertoni	652	USNM:Birds:620633	2
JQ173904		11-May-1989	Philippines: Luzon		17.833 N 122.00 E	Actenoides lindsayi	651	USNM:Birds:607358	2
JQ173903		10-May-1989	Philippines: Luzon		17.833 N 122.017 E	Actenoides lindsayi	651	USNM:Birds:607406	2
JQ173901		21-Jun-1997	Mongolia: Tov		48.363 N 106.304 E	Acrocephalus aedon	648	USNM:Birds:621527	2
JQ173900		19-Jun-1997	Mongolia: Tov		48.363 N 106.304 E	Acrocephalus aedon	649	USNM:Birds:621523	2
JQ173899		09-Dec-1994	Myanmar: Sagaing			Acrocephalus aedon	507	USNM:Birds:620459	2
JQ173896		12-Jun-2006	Gabon: Ogooue-Maritime		1.825 S 9.881 E	Accipiter tachiro	652	USNM:Birds:622998	2
JQ173895		01-Jan-2001	Panama: Chiriqui			Accipiter superciliosus	652	USNM:Birds:542812	2
JQ173893		23-Sep-1986	Brazil: Para		3.65 S 52.367 W	Accipiter superciliosus	652	USNM:Birds:541338	2
JQ175885		20-Oct-1989	Australia: Queensland			Platycercus adscitus	652	USNM:Birds:542618	2
JQ175630		08-Mar-1999	Guyana		1.65 N 58.617 W	Orthopsittaca manilata	652	USNM:Birds:621949	2
JQ175376		23-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Micropygia schomburgkii	652	USNM:Birds:639367	2
JQ175120		28-Apr-1989	Philippines: Luzon		17.917 N 122.033 E	Hypothymis azurea	648	USNM:Birds:607503	2
JQ174864		10-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.596 E	Fraseria cinerascens	607	USNM:Birds:630911	2
JQ174608		11-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.596 E	Cyanomitra cyanolaema	652	USNM:Birds:630915	2
JQ174352		14-Aug-1986	Brazil: Para		3.65 S 52.367 W	Cephalopterus ornatus	652	USNM:Birds:541336	2
JQ174096		06-Nov-2000	Guyana		2.817 N 59.817 W	Arundinicola leucocephala	651	USNM:Birds:627491	2
JQ176606		09-Oct-1995	Argentina: Tucuman		26.75 S 65.738 W	Vanellus resplendens	652	USNM:Birds:620756	2
JQ176489		30-Jul-1989	Saint Vincent and the Grenadines: St. George Parish			Tiaris bicolor	652	USNM:Birds:612586	2
JQ176368		08-Aug-1989	Saint Vincent and the Grenadines: St. Andrew Parish			Tangara cucullata	652	USNM:Birds:612592	2
JQ176242		08-May-1989	Philippines: Luzon		17.85 N 121.983 E	Spilornis cheela	651	USNM:Birds:607263	2
JQ176228		02-Dec-1994	Myanmar: Sagaing			Sitta castanea	652	USNM:Birds:620394	2
JQ176227		02-Dec-1994	Myanmar: Sagaing			Sitta castanea	652	USNM:Birds:620384	2
JQ176168		20-Sep-1986	Brazil: Para		3.65 S 52.367 W	Sakesphorus luctuosus	652	USNM:Birds:541394	2
JQ176144		07-Apr-2000	Guyana		2.233 N 59.40 W	Rhytipterna immunda	652	USNM:Birds:625937	2
JQ176131		28-Nov-1994	Myanmar: Sagaing			Rhipidura aureola	652	USNM:Birds:620329	2
JQ176130		04-Dec-1994	Myanmar: Sagaing			Rhipidura aureola	652	USNM:Birds:620416	2
JQ176021		06-Mar-1990	Pacific Ocean		7.00 N 147.50 W	Pterodroma alba	652	USNM:Birds:613207	2
JQ175808		10-May-1989	Philippines: Luzon		17.85 N 121.983 E	Phylloscopus cebuensis	648	USNM:Birds:607471	2
JQ175648		24-Feb-1992	Argentina: Buenos Aires			Oxyura vittata	652	USNM:Birds:614580	2
JQ175622		14-Oct-2000	Guyana		6.017 N 58.20 W	Ornithion inerme	648	USNM:Birds:623083	2
JQ175498		21-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Myrmotherula brachyura	652	USNM:Birds:621434	2
JQ175447		11-Mar-1991	Panama: Bocas Del Toro			Myiodynastes hemichrysus	630	USNM:Birds:614065	2
JQ175431		23-Jun-1999	USA: Virginia		38.185 N 79.921 W	Myiarchus crinitus	648	USNM:Birds:601398	2
JQ175415		11-Mar-1990	Philippines: Cagayan, Babuyan Islands			Monticola solitarius	638	USNM:Birds:635197	2
JQ175299		29-Oct-1995	Argentina: Misiones		26.955 S 55.086 W	Mackenziaena leachii	652	USNM:Birds:609544	2
JQ175184		04-Nov-2005	Uruguay: Artigas		30.81 S 56.096 W	Knipolegus lophotes	652	USNM:Birds:635860	3
JQ175109		29-Aug-1987	Brazil: Para		3.65 S 52.367 W	Hylophylax punctulatus	652	USNM:Birds:572595	2
JQ174933		22-Mar-1987	Panama: Bocas Del Toro			Geothlypis semiflava	652	USNM:Birds:605473	2
JQ174696		02-Dec-1994	Myanmar: Sagaing			Dicrurus macrocercus	652	USNM:Birds:620387	2
JQ174686		11-Mar-1990	Philippines: Cagayan, Babuyan Islands			Dicaeum pygmaeum	652	USNM:Birds:635194	2
JQ174555		04-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.592 E	Cossypha niveicapilla	621	USNM:Birds:630849	2
JQ174539		23-Jan-1999	Botswana			Coracias caudatus	642	USNM:Birds:587401	2
JQ174298		20-Aug-1986	Brazil: Para		3.65 S 52.367 W	Nyctipolus nigrescens	652	USNM:Birds:572517	2
JQ174083		10-Jan-1990	Australia: Queensland			Aratinga solstitialis	652	USNM:Birds:612805	2
JQ174036		15-Feb-1989	Panama: Bocas Del Toro		9.233 N 82.267 W	Anthracothorax prevostii	644	USNM:Birds:606780	2
JQ174021		01-Jun-2006	Gabon: Ogooue-Maritime		1.857 S 9.852 E	Andropadus latirostris	651	USNM:Birds:627265	2
JQ174017		09-Oct-2004	South Korea: North Cholla		35.883 N 126.633 E	Anas poecilorhyncha	651	USNM:Birds:633425	2
JQ173943		22-Jan-1994	Papua New Guinea: New Ireland		4.50 S 152.933 E	Alcedo websteri	651	USNM:Birds:608680	2
JQ176672		11-Dec-1994	Myanmar: Sagaing			Yuhina zantholeuca	652	USNM:Birds:620481	2
JQ176671		08-Dec-1997	Myanmar: Sagaing			Yuhina zantholeuca	652	USNM:Birds:586582	2
JQ176670		27-Apr-1995	Myanmar: Chin			Yuhina gularis	652	USNM:Birds:620615	2
JQ176669		27-Apr-1995	Myanmar: Chin			Yuhina gularis	652	USNM:Birds:609291	2
JQ176668		27-Apr-1995	Myanmar: Chin			Yuhina gularis	652	USNM:Birds:620613	2
JQ176652		19-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		3.58 N 58.663 W	Xiphorhynchus guttatus	652	USNM:Birds:637024	2
JQ176651		04-Dec-2004	Guyana		6.40 N 58.767 W	Xiphorhynchus guttatus	652	USNM:Birds:627070	2
JQ176650		08-Feb-2001	Guyana		5.20 N 57.283 W	Xiphorhynchus guttatus	652	USNM:Birds:627198	2
JQ176649		06-May-1990	Panama: Chiriqui			Xiphorhynchus erythropygius	652	USNM:Birds:607586	2
JQ176647		03-May-1990	Panama: Chiriqui			Xiphorhynchus erythropygius	645	USNM:Birds:542836	2
JQ176646		24-Jul-2004	Guyana		4.965 N 59.914 W	Xipholena punicea	652	USNM:Birds:632451	2
JQ176645		19-Oct-2000	Guyana		6.017 N 58.20 W	Xipholena punicea	652	USNM:Birds:627457	2
JQ176644		13-Dec-2000	Guyana		6.017 N 58.20 W	Xipholena punicea	652	USNM:Birds:627079	2
JQ176643		22-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Xiphocolaptes promeropirhynchus	652	USNM:Birds:586354	2
JQ176642		08-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Xiphocolaptes promeropirhynchus	652	USNM:Birds:637091	2
JQ176640		18-Aug-1986	Brazil: Para		3.65 S 52.367 W	Xiphocolaptes promeropirhynchus	652	USNM:Birds:572537	2
JQ176639		03-Sep-1986	Brazil: Para		3.65 S 52.367 W	Xiphocolaptes promeropirhynchus	652	USNM:Birds:572538	2
JQ176638		26-Jan-1994	Panama: San Blas			Xenornis setifrons	652	USNM:Birds:608929	2
JQ176637		25-Jan-1994	Panama: San Blas			Xenornis setifrons	652	USNM:Birds:608926	2
JQ176636		26-Jan-1994	Panama: San Blas			Xenornis setifrons	652	USNM:Birds:608928	2
JQ176635		13-Mar-2002	Guyana		8.40 N 59.75 W	Xenops tenuirostris	652	USNM:Birds:616815	2
JQ176634		10-Apr-2001	Guyana		5.267 N 60.733 W	Xenops tenuirostris	643	USNM:Birds:626868	2
JQ176633		27-Aug-1998	Guyana		1.417 N 58.95 W	Xenops milleri	644	USNM:Birds:625165	2
JQ176632		09-Nov-2000	Guyana		2.817 N 59.817 W	Xenopsaris albinucha	627	USNM:Birds:627347	2
JQ176631		11-Nov-2000	Guyana		2.817 N 59.817 W	Xenopsaris albinucha	652	USNM:Birds:627351	2
JQ176630		03-Nov-2000	Guyana		2.817 N 59.817 W	Xenopsaris albinucha	649	USNM:Birds:627478	2
JQ176629		22-Jan-2001	Guyana		5.517 N 60.733 W	Xenopipo atronitens	652	USNM:Birds:627046	2
JQ176628		16-Jan-2001	Guyana		5.517 N 60.733 W	Xenopipo atronitens	652	USNM:Birds:627168	2
JQ176627		02-Jun-2001	USA: Virginia		36.888 N 82.573 W	Setophaga citrina	652	USNM:Birds:633813	2
JQ176626		04-Jun-2001	USA: Virginia		36.80 N 82.904 W	Setophaga citrina	652	USNM:Birds:633891	2
JQ176625		03-Jun-2002	USA: Virginia		38.524 N 78.662 W	Setophaga citrina	651	USNM:Birds:627711	2
JQ176624		14-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Vireolanius leucotis	652	USNM:Birds:621475	2
JQ176623		01-Apr-2000	Guyana		2.20 N 59.367 W	Vireolanius leucotis	644	USNM:Birds:626005	2
JQ176621		04-Jun-2002	USA: Virginia		38.149 N 78.767 W	Vermivora chrysoptera	651	USNM:Birds:623318	2
JQ176619		28-Oct-2005	Uruguay: Rocha		33.196 S 53.669 W	Veniliornis spilogaster	619	USNM:Birds:635950	2
JQ176618		28-Oct-2005	Uruguay: Rocha		33.196 S 53.669 W	Veniliornis spilogaster	652	USNM:Birds:635834	2
JQ176617		12-Sep-2002	Uruguay: Tacuarembo		31.394 S 55.96 W	Veniliornis spilogaster	652	USNM:Birds:630510	2
JQ176616		16-Dec-2000	Guyana		6.50 N 57.70 W	Veniliornis sanguineus	652	USNM:Birds:622944	2
JQ176615		18-Feb-1999	Guyana		6.517 N 57.733 W	Veniliornis sanguineus	652	USNM:Birds:625424	2
JQ176614		18-Feb-1999	Guyana		6.517 N 57.733 W	Veniliornis sanguineus	652	USNM:Birds:621985	2
JQ176607		16-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Veniliornis cassini	652	USNM:Birds:637021	2
JQ176605		05-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Vanellus cayanus	652	USNM:Birds:632377	2
JQ176604		05-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Vanellus cayanus	652	USNM:Birds:632376	2
JQ176603		11-Dec-1994	Myanmar: Sagaing			Urocissa erythrorhyncha	652	USNM:Birds:620469	2
JQ176602		07-Oct-1995	Argentina: Tucuman		26.738 S 65.768 W	Upucerthia validirostris	652	USNM:Birds:609496	2
JQ176601		04-Oct-1995	Argentina: Tucuman		26.738 S 65.768 W	Upucerthia validirostris	652	USNM:Birds:616269	2
JQ176600		04-Nov-2005	Uruguay: Artigas		30.81 S 56.096 W	Tyrannus savana	614	USNM:Birds:636114	2
JQ176599		02-Jan-2001	Guyana		6.30 N 58.217 W	Tyrannulus elatus	617	USNM:Birds:626734	2
JQ176597		19-Nov-2000	Guyana		6.017 N 58.20 W	Tyrannopsis sulphurea	651	USNM:Birds:627541	2
JQ176594		25-Aug-1998	Guyana		1.417 N 58.95 W	Tyranneutes virescens	652	USNM:Birds:621797	2
JQ176593		28-Feb-1999	Guyana		1.65 N 58.617 W	Tyranneutes virescens	652	USNM:Birds:625574	2
JQ176592		09-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Turtur tympanistria	652	USNM:Birds:631604	2
JQ176591		11-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.596 E	Turtur chalcospilos	627	USNM:Birds:630921	2
JQ176590		11-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.596 E	Turtur chalcospilos	652	USNM:Birds:630913	2
JQ176589		12-Mar-2006	Gabon: Ogooue-Maritime		1.945 S 9.867 E	Turtur brehmeri	652	USNM:Birds:622878	2
JQ176588		16-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Turtur brehmeri	652	USNM:Birds:631655	2
JQ176587		31-May-2006	Gabon: Ogooue-Maritime		1.857 S 9.852 E	Turtur brehmeri	649	USNM:Birds:627283	2
JQ176586		04-Jun-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Turtur afer	644	USNM:Birds:627271	2
JQ176584		04-Jun-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Turtur afer	632	USNM:Birds:627319	2
JQ176580		09-Apr-2001	Guyana		5.267 N 60.733 W	Turdus olivater	652	USNM:Birds:626828	2
JQ176579		06-Apr-2001	Guyana		5.267 N 60.733 W	Turdus olivater	652	USNM:Birds:626925	2
JQ176576		03-May-1990	Panama: Chiriqui			Turdus obsoletus	652	USNM:Birds:542849	2
JQ176575		29-Jul-1989	Saint Vincent and the Grenadines: St. George Parish			Turdus nudigenis	652	USNM:Birds:542590	2
JQ176574		29-Jul-1989	Saint Vincent and the Grenadines: St. George Parish			Turdus nudigenis	652	USNM:Birds:607197	2
JQ176573		11-Nov-2000	Guyana		2.817 N 59.817 W	Turdus nudigenis	650	USNM:Birds:627422	2
JQ176571		06-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Turdus nudigenis	652	USNM:Birds:632780	2
JQ176570		16-Jul-1998	Swaziland			Turdus libonyana	652	USNM:Birds:621685	2
JQ176569		21-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Turdus ignobilis	652	USNM:Birds:639350	2
JQ176567		21-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Turdus ignobilis	652	USNM:Birds:639198	2
JQ176565		13-Feb-1989	Panama: Bocas Del Toro		9.233 N 82.267 W	Turdus grayi	652	USNM:Birds:607022	2
JQ176564		06-Aug-1989	Saint Vincent and the Grenadines: St. Andrew Parish			Turdus fumigatus	652	USNM:Birds:607196	2
JQ176563		04-Aug-1989	Saint Vincent and the Grenadines: St. Andrew Parish			Turdus fumigatus	652	USNM:Birds:612569	2
JQ176561		21-Mar-2002	Guyana		8.25 N 59.733 W	Turdus fumigatus	652	USNM:Birds:627586	2
JQ176560		24-Mar-2002	Guyana		8.25 N 59.733 W	Turdus fumigatus	652	USNM:Birds:627735	2
JQ176559		06-Oct-2004	South Korea: North Cholla		35.883 N 126.633 E	Turdus dissimilis	652	USNM:Birds:633404	2
JQ176558		07-Dec-1994	Myanmar: Sagaing			Turdoides gularis	652	USNM:Birds:620451	2
JQ176557		06-Dec-1994	Myanmar: Sagaing			Turdoides gularis	652	USNM:Birds:620444	2
JQ176556		21-Sep-2002	Uruguay: Rocha		33.794 S 53.887 W	Calidris subruficollis	652	USNM:Birds:630535	2
JQ176553		21-Feb-1999	Guyana		5.941 N 58.242 W	Trogon viridis	652	USNM:Birds:621967	2
JQ176552		04-Dec-2000	Guyana		6.40 N 58.767 W	Trogon violaceus	652	USNM:Birds:626691	2
JQ176551		22-Feb-1989	Panama: Bocas Del Toro			Trogon violaceus	652	USNM:Birds:612330	2
JQ176548		27-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Trogon personatus	652	USNM:Birds:639248	2
JQ176547		04-Apr-2001	Guyana		5.267 N 60.733 W	Trogon personatus	652	USNM:Birds:626919	2
JQ176546		27-Mar-2001	Guyana		5.283 N 60.75 W	Trogon personatus	652	USNM:Birds:626789	2
JQ176543		08-Feb-1989	Panama: Bocas Del Toro			Trogon massena	648	USNM:Birds:606818	2
JQ176542		06-Feb-1989	Panama: Bocas Del Toro			Trogon massena	648	USNM:Birds:606817	2
JQ176541		15-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Trogon collaris	652	USNM:Birds:637140	2
JQ176540		12-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Trogon collaris	652	USNM:Birds:637214	2
JQ176539		09-May-1990	Panama: Chiriqui			Trogon collaris	652	USNM:Birds:607583	2
JQ176538		10-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Trogon collaris	652	USNM:Birds:637199	2
JQ176537		12-Mar-1991	Panama: Bocas Del Toro			Trogon clathratus	648	USNM:Birds:613996	2
JQ176536		03-Mar-1991	Panama: Bocas Del Toro			Trogon clathratus	652	USNM:Birds:613995	2
JQ176535		07-May-1990	Panama: Chiriqui			Trogon aurantiiventris	652	USNM:Birds:613304	2
JQ176534		06-Apr-2001	Guyana		5.267 N 60.733 W	Troglodytes rufulus	652	USNM:Birds:626861	2
JQ176533		11-Apr-2001	Guyana		5.267 N 60.733 W	Troglodytes rufulus	652	USNM:Birds:626937	2
JQ176532		29-Nov-1988	Australia: Queensland			Trichoglossus chlorolepidotus	630	USNM:Birds:612680	2
JQ176531		07-May-1989	Philippines: Luzon		17.85 N 121.983 E	Treron pompadora	651	USNM:Birds:607286	2
JQ176529		29-Jun-2006	USA: California			Toxostoma redivivum	652	USNM:Birds:636895	2
JQ176528		02-Sep-1998	Guyana		1.383 N 58.933 W	Touit purpuratus	652	USNM:Birds:621712	2
JQ176526		12-Sep-1998	Guyana		1.333 N 58.967 W	Touit purpuratus	652	USNM:Birds:625108	2
JQ176524		14-Nov-1994	Guyana: Essequibo		5.50 N 60.783 W	Topaza pella	652	USNM:Birds:609131	2
JQ176523		01-Nov-2000	Guyana		2.817 N 59.817 W	Tolmomyias sulphurescens	650	USNM:Birds:627337	2
JQ176522		05-Feb-2001	Guyana		5.20 N 57.283 W	Tolmomyias sulphurescens	639	USNM:Birds:626747	2
JQ176520		19-Oct-2000	Guyana		6.017 N 58.20 W	Tolmomyias flaviventris	624	USNM:Birds:627371	2
JQ176519		11-Nov-2000	Guyana		2.817 N 59.817 W	Tolmomyias flaviventris	650	USNM:Birds:627531	2
JQ176518		03-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Tolmomyias flaviventris	652	USNM:Birds:632772	2
JQ176517		10-Feb-2001	Guyana		5.20 N 57.283 W	Tolmomyias assimilis	639	USNM:Birds:627208	2
JQ176514		11-Feb-2001	Guyana		5.20 N 57.283 W	Todirostrum pictum	652	USNM:Birds:627062	2
JQ176509		15-Oct-2000	Guyana		6.30 N 58.217 W	Todirostrum cinereum	652	USNM:Birds:627444	2
JQ176508		07-Nov-2000	Guyana		2.817 N 59.817 W	Todirostrum cinereum	644	USNM:Birds:623052	2
JQ176507		08-Feb-1989	Panama: Bocas Del Toro			Todirostrum cinereum	648	USNM:Birds:606985	2
JQ176506		10-May-1988	Australia: New South Wales			Todiramphus sanctus	652	USNM:Birds:610567	2
JQ176505		18-Oct-1989	Australia: Queensland			Todiramphus macleayii	652	USNM:Birds:542628	2
JQ176501		21-Feb-1989	Panama: Bocas Del Toro			Tityra semifasciata	652	USNM:Birds:612403	2
JQ176500		11-Feb-1989	Panama: Bocas Del Toro			Tityra semifasciata	620	USNM:Birds:606957	2
JQ176499		13-Feb-1989	Panama: Bocas Del Toro		9.233 N 82.267 W	Tityra inquisitor	652	USNM:Birds:606958	2
JQ176498		04-Apr-1996	Guyana: Berbice		5.667 N 57.883 W	Tityra inquisitor	652	USNM:Birds:586020	2
JQ176496		12-Nov-2000	Guyana		2.817 N 59.817 W	Tityra cayana	650	USNM:Birds:627535	2
JQ176495		29-Oct-1995	Argentina: Misiones		26.955 S 55.088 W	Tityra cayana	652	USNM:Birds:620788	2
JQ176494		18-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Tityra cayana	652	USNM:Birds:616390	2
JQ176493		12-Sep-1998	Guyana		1.333 N 58.967 W	Tinamus major	652	USNM:Birds:625101	2
JQ176492		24-Jul-2004	Guyana		4.933 N 59.883 W	Tinamus major	652	USNM:Birds:632568	2
JQ176491		01-Sep-1998	Guyana		1.383 N 58.933 W	Tinamus major	652	USNM:Birds:621693	2
JQ176490		13-Apr-1990	Panama: Bocas Del Toro			Tigrisoma lineatum	652	USNM:Birds:613350	2
JQ176488		05-Aug-1989	Saint Vincent and the Grenadines: St. George Parish			Tiaris bicolor	652	USNM:Birds:612589	2
JQ176487		29-Jul-1989	Saint Vincent and the Grenadines: St. George Parish			Tiaris bicolor	652	USNM:Birds:607202	2
JQ176486		07-Apr-1990	Panama: Bocas Del Toro			Thryothorus nigricapillus	652	USNM:Birds:607869	2
JQ176485		30-Mar-1990	Panama: Bocas Del Toro			Thryothorus nigricapillus	652	USNM:Birds:607864	2
JQ176483		01-Jan-2001	Panama: Chiriqui			Thryothorus modestus	652	USNM:Birds:613332	2
JQ176481		12-Nov-2000	USA: Virginia			Thryothorus ludovicianus	572	USNM:Birds:601842	2
JQ176480		08-Nov-2000	Guyana		2.817 N 59.817 W	Thryothorus leucotis	649	USNM:Birds:627514	2
JQ176479		04-Feb-2001	Guyana		5.20 N 57.283 W	Thryothorus leucotis	652	USNM:Birds:627092	2
JQ176478		05-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Thryothorus leucotis	652	USNM:Birds:632721	2
JQ176476		12-Feb-2001	Guyana		5.20 N 57.283 W	Pheugopedius coraya	639	USNM:Birds:626753	2
JQ176475		07-Apr-2001	Guyana		5.267 N 60.733 W	Pheugopedius coraya	652	USNM:Birds:626964	2
JQ176474		25-Feb-1989	Panama: Bocas Del Toro			Thryothorus atrogularis	652	USNM:Birds:612423	2
JQ176473		23-Feb-1989	Panama: Bocas Del Toro			Thryothorus atrogularis	652	USNM:Birds:612422	2
JQ176472		19-Jul-2000	USA: Washington			Thryomanes bewickii	652	USNM:Birds:634810	2
JQ176471		27-Sep-2003	USA: California		38.869 N 122.325 W	Thryomanes bewickii	652	USNM:Birds:632209	2
JQ176468		11-May-1988	Australia: New South Wales			Threskiornis aethiopicus	652	USNM:Birds:542171	2
JQ176467		26-Feb-1988	Panama: Bocas Del Toro			Threnetes ruckeri	652	USNM:Birds:606084	2
JQ176466		13-Apr-1990	Panama: Bocas Del Toro			Threnetes ruckeri	645	USNM:Birds:607671	2
JQ176465		09-Mar-1991	Panama: Bocas Del Toro			Threnetes ruckeri	645	USNM:Birds:608120	2
JQ176449		26-Oct-2005	Uruguay: Rocha		33.742 S 53.746 W	Theristicus caerulescens	652	USNM:Birds:635821	2
JQ176448		29-Aug-2002	Uruguay: Tacuarembo		32.317 S 55.433 W	Theristicus caerulescens	652	USNM:Birds:630318	2
JQ176447		18-Sep-2002	Uruguay: Colonia		33.869 S 58.226 W	Thamnophilus ruficapillus	652	USNM:Birds:630526	2
JQ176444		14-Oct-2000	Guyana		6.017 N 58.20 W	Thamnophilus murinus	652	USNM:Birds:627358	2
JQ176443		31-Mar-2001	Guyana		5.267 N 60.733 W	Thamnophilus insignis	652	USNM:Birds:626652	2
JQ176442		25-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Thamnophilus insignis	652	USNM:Birds:639377	2
JQ176441		18-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Thamnophilus insignis	652	USNM:Birds:639157	2
JQ176440		08-Nov-2000	Guyana		2.817 N 59.817 W	Thamnophilus doliatus	612	USNM:Birds:625885	2
JQ176439		05-Oct-2000	Guyana		6.30 N 58.217 W	Thamnophilus doliatus	643	USNM:Birds:627433	2
JQ176438		16-Mar-1991	Panama: Chiriqui			Thamnophilus bridgesi	652	USNM:Birds:614007	2
JQ176434		27-Sep-1986	Brazil: Para		3.65 S 52.367 W	Thamnophilus amazonicus	652	USNM:Birds:541399	2
JQ176416		27-Apr-1989	Philippines: Luzon		17.917 N 122.033 E	Terpsiphone cinnamomea	620	USNM:Birds:607488	2
JQ176412		12-Mar-1991	Panama: Bocas Del Toro			Terenura callinota	601	USNM:Birds:608127	2
JQ176394		27-Jul-2004	Guyana		4.933 N 59.883 W	Tangara punctata	652	USNM:Birds:632824	2
JQ176393		25-Oct-2005	Uruguay: Rocha		33.742 S 53.746 W	Tangara preciosa	652	USNM:Birds:636036	2
JQ176392		22-Sep-2002	Uruguay: Rocha		34.406 S 53.871 W	Tangara preciosa	652	USNM:Birds:630434	2
JQ176391		28-Oct-2005	Uruguay: Rocha		33.196 S 53.669 W	Tangara preciosa	652	USNM:Birds:636040	2
