accession	collection_date	country	lat_lon	scientific_name	specimen_voucher	sequence_length	trace_count
JQ174641	12-Mar-1999	Guyana	1.583 N 58.633 W	Daptrius ater	USNM:Birds:625345	652	2
JQ174639	08-Sep-1998	Guyana	1.383 N 58.933 W	Dacnis lineata	USNM:Birds:625301	641	2
JQ174638	06-Feb-1989	Panama: Bocas Del Toro		Dacnis cayana	USNM:Birds:607048	648	2
JQ174637	10-Feb-2001	Guyana	5.20 N 57.283 W	Dacnis cayana	USNM:Birds:627205	639	2
JQ174636	28-Apr-1990	Panama: Bocas Del Toro	9.083 N 81.85 W	Dacnis cayana	USNM:Birds:607973	645	2
JQ174635	14-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Cypseloides phelpsi	USNM:Birds:639267	645	2
JQ174634	18-Apr-2001	Guyana	5.517 N 60.733 W	Cypseloides phelpsi	USNM:Birds:622775	652	2
JQ174632	25-Jul-2004	Guyana	4.933 N 59.883 W	Cypseloides cryptus	USNM:Birds:632329	652	2
JQ174631	23-Feb-1989	Panama: Bocas Del Toro		Cyphorhinus phaeocephalus	USNM:Birds:612425	652	2
JQ174622	20-Feb-1989	Panama: Bocas Del Toro		Cymbilaimus lineatus	USNM:Birds:612365	652	2
JQ174621	08-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Cymbilaimus lineatus	USNM:Birds:637094	652	2
JQ174620	06-Sep-1986	Brazil: Para	3.65 S 52.367 W	Cymbilaimus lineatus	USNM:Birds:541625	652	2
JQ174619	25-Mar-2001	Guyana	5.283 N 60.75 W	Cyclarhis gujanensis	USNM:Birds:626846	639	2
JQ174618	25-Oct-2005	Uruguay: Rocha	33.742 S 53.746 W	Cyclarhis gujanensis	USNM:Birds:635923	652	2
JQ174617	25-Oct-2005	Uruguay: Rocha	33.742 S 53.746 W	Cyclarhis gujanensis	USNM:Birds:635995	652	2
JQ174616	04-Oct-2004	South Korea: North Cholla	35.883 N 126.633 E	Cyanoptila cyanomelana	USNM:Birds:633242	652	2
JQ174615	08-Oct-2004	South Korea: North Cholla	35.883 N 126.633 E	Cyanoptila cyanomelana	USNM:Birds:633303	652	2
JQ174614	04-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.592 E	Cyanomitra verticalis	USNM:Birds:630844	624	2
JQ174613	03-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.592 E	Cyanomitra verticalis	USNM:Birds:630830	652	2
JQ174612	05-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.592 E	Cyanomitra verticalis	USNM:Birds:630858	652	2
JQ174611	02-Jun-2006	Gabon: Ogooue-Maritime	1.857 S 9.852 E	Cyanomitra olivacea	USNM:Birds:627316	646	2
JQ174610	31-May-2006	Gabon: Ogooue-Maritime	1.857 S 9.852 E	Cyanomitra olivacea	USNM:Birds:627314	612	2
JQ174609	02-Jun-2006	Gabon: Ogooue-Maritime	1.857 S 9.852 E	Cyanomitra cyanolaema	USNM:Birds:616801	644	2
JQ174417	10-Nov-2000	Guyana	2.817 N 59.817 W	Chiroxiphia pareola	USNM:Birds:625897	643	2
JQ174416	08-Nov-2000	Guyana	2.817 N 59.817 W	Chiroxiphia pareola	USNM:Birds:627512	643	2
JQ174414	11-May-1988	Australia: New South Wales		Chenonetta jubata	USNM:Birds:542173	652	2
JQ174412	14-Oct-2000	Guyana	6.017 N 58.20 W	Chelidoptera tenebrosa	USNM:Birds:627361	652	2
JQ174411	31-Dec-2000	Guyana	5.933 N 58.233 W	Chelidoptera tenebrosa	USNM:Birds:627084	652	2
JQ174410	13-Feb-1992	Argentina: Entre Rios		Chauna torquata	USNM:Birds:614546	652	2
JQ174409	13-Feb-1992	Argentina: Entre Rios		Chauna torquata	USNM:Birds:614547	652	2
JQ174406	05-May-1990	Panama: Chiriqui		Chamaepetes unicolor	USNM:Birds:613282	652	2
JQ174388	09-Mar-1999	Guyana	1.583 N 58.633 W	Chaetura chapmani	USNM:Birds:625378	652	2
JQ174387	10-Nov-2000	Guyana	2.817 N 59.817 W	Chaetura brachyura	USNM:Birds:625871	571	2
JQ174384	28-Apr-1989	Philippines: Luzon	17.917 N 122.033 E	Ceyx melanurus	USNM:Birds:607347	648	2
JQ174383	29-Apr-1989	Philippines: Luzon	17.90 N 122.067 E	Ceyx melanurus	USNM:Birds:607348	648	2
JQ174382	16-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Ceyx lepidus	USNM:Birds:608676	652	2
JQ174381	16-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Ceyx lepidus	USNM:Birds:608678	652	2
JQ174380	29-Apr-1989	Philippines: Luzon	17.917 N 122.033 E	Alcedo cyanopectus	USNM:Birds:607345	648	2
JQ174379	29-Apr-1989	Philippines: Luzon	17.917 N 122.033 E	Alcedo cyanopectus	USNM:Birds:613065	648	2
JQ174377	25-May-1996	Russia: Astrakhan Region	46.20 N 47.367 E	Cettia cetti	USNM:Birds:616337	652	2
JQ174376	30-May-1996	Russia: Astrakhan Region	46.217 N 47.767 E	Cettia cetti	USNM:Birds:586164	652	2
JQ174374	23-Oct-2000	Guyana	6.733 N 58.217 W	Certhiaxis cinnamomeus	USNM:Birds:627461	649	2
JQ174373	17-Nov-2000	Guyana	6.733 N 58.217 W	Certhiaxis cinnamomeus	USNM:Birds:627539	641	2
JQ174366	13-Apr-1994	Panama: Panama		Cercomacra nigricans	USNM:Birds:615100	652	2
JQ174365	15-Sep-1986	Brazil: Para	3.65 S 52.367 W	Cercomacra nigrescens	USNM:Birds:572579	652	2
JQ174364	16-Aug-1986	Brazil: Para		Cercomacra nigrescens	USNM:Birds:572577	652	2
JQ174363	30-Aug-1986	Brazil: Para	3.65 S 52.367 W	Cercomacra nigrescens	USNM:Birds:572578	652	2
JQ174358	10-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Cercomacra cinerascens	USNM:Birds:637106	652	2
JQ174357	23-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Cercomacra cinerascens	USNM:Birds:637263	652	2
JQ174356	03-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.704 N 59.667 W	Cercomacra carbonaria	USNM:Birds:632490	652	2
JQ174355	03-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.704 N 59.667 W	Cercomacra carbonaria	USNM:Birds:632492	652	2
JQ174354	23-Aug-1986	Brazil: Para	3.65 S 52.367 W	Cephalopterus ornatus	USNM:Birds:572608	652	2
JQ174353	15-Aug-1986	Brazil: Para		Cephalopterus ornatus	USNM:Birds:572607	652	2
JQ174162	18-Mar-2002	Guyana	8.25 N 59.733 W	Basileuterus rivularis	USNM:Birds:627730	652	2
JQ174156	04-Nov-2000	Guyana	2.817 N 59.817 W	Basileuterus flaveolus	USNM:Birds:627486	641	2
JQ174154	11-Nov-2000	Guyana	2.817 N 59.817 W	Basileuterus flaveolus	USNM:Birds:625906	652	2
JQ174152	24-Jul-2004	Guyana	4.965 N 59.914 W	Basileuterus bivittatus	USNM:Birds:632572	652	2
JQ174151	31-Mar-2001	Guyana	5.267 N 60.733 W	Basileuterus bivittatus	USNM:Birds:626653	652	2
JQ174150	04-Feb-1989	Panama: Bocas Del Toro		Baryphthengus martii	USNM:Birds:606819	649	2
JQ174149	21-Apr-1990	Panama: Bocas Del Toro		Baryphthengus martii	USNM:Birds:613419	652	2
JQ174132	09-Apr-2001	Guyana	5.267 N 60.733 W	Automolus roraimae	USNM:Birds:626676	652	2
JQ174131	25-Mar-2001	Guyana	5.283 N 60.75 W	Automolus roraimae	USNM:Birds:626785	652	2
JQ174130	24-Jul-2004	Guyana	4.965 N 59.914 W	Automolus roraimae	USNM:Birds:632758	652	2
JQ174129	02-Apr-2001	Guyana	5.267 N 60.733 W	Automolus roraimae	USNM:Birds:626854	652	2
JQ174127	22-Sep-1986	Brazil: Para	3.65 S 52.367 W	Automolus infuscatus	USNM:Birds:562262	652	2
JQ174126	25-Jul-2004	Guyana	4.933 N 59.883 W	Automolus infuscatus	USNM:Birds:632817	652	2
JQ174124	12-Mar-1991	Panama: Bocas Del Toro		Aulacorhynchus prasinus	USNM:Birds:614003	652	2
JQ174123	01-Jan-2001	Panama: Chiriqui		Aulacorhynchus prasinus	USNM:Birds:607584	652	2
JQ174122	09-May-1990	Panama: Chiriqui		Aulacorhynchus prasinus	USNM:Birds:613302	652	2
JQ174120	30-Mar-2001	Guyana	5.267 N 60.733 W	Aulacorhynchus derbianus	USNM:Birds:626898	639	2
JQ174119	02-Apr-2001	Guyana	5.267 N 60.733 W	Aulacorhynchus derbianus	USNM:Birds:626661	652	2
JQ174117	14-Feb-1988	Panama: Bocas Del Toro		Attila spadiceus	USNM:Birds:606321	652	2
JQ174110	17-Jan-2001	Guyana	5.517 N 60.733 W	Atticora fasciata	USNM:Birds:626737	652	2
JQ174109	17-Jan-2001	Guyana	5.517 N 60.733 W	Atticora fasciata	USNM:Birds:627170	652	2
JQ174108	02-Apr-2001	Guyana	5.267 N 60.733 W	Atlapetes personatus	USNM:Birds:626908	652	2
JQ174107	29-Mar-2001	Guyana	5.267 N 60.733 W	Atlapetes personatus	USNM:Birds:626893	639	2
JQ174106	07-Apr-2001	Guyana	5.267 N 60.733 W	Atlapetes personatus	USNM:Birds:626819	652	2
JQ174102		United Kingdom		Athene noctua	USNM:Birds:621343	652	2
JQ174101	06-Mar-1994	United Kingdom		Athene noctua	USNM:Birds:621274	652	2
JQ174098	06-Nov-2000	Guyana	2.817 N 59.817 W	Arundinicola leucocephala	USNM:Birds:627492	652	2
JQ173906	05-Dec-1994	Myanmar: Sagaing		Aegithina tiphia	USNM:Birds:620443	652	2
JQ173905	29-Apr-1995	Myanmar: Chin		Actinodura egertoni	USNM:Birds:620633	652	2
JQ173904	11-May-1989	Philippines: Luzon	17.833 N 122.00 E	Actenoides lindsayi	USNM:Birds:607358	651	2
JQ173903	10-May-1989	Philippines: Luzon	17.833 N 122.017 E	Actenoides lindsayi	USNM:Birds:607406	651	2
JQ173901	21-Jun-1997	Mongolia: Tov	48.363 N 106.304 E	Acrocephalus aedon	USNM:Birds:621527	648	2
JQ173900	19-Jun-1997	Mongolia: Tov	48.363 N 106.304 E	Acrocephalus aedon	USNM:Birds:621523	649	2
JQ173899	09-Dec-1994	Myanmar: Sagaing		Acrocephalus aedon	USNM:Birds:620459	507	2
JQ173896	12-Jun-2006	Gabon: Ogooue-Maritime	1.825 S 9.881 E	Accipiter tachiro	USNM:Birds:622998	652	2
JQ173895	01-Jan-2001	Panama: Chiriqui		Accipiter superciliosus	USNM:Birds:542812	652	2
JQ173893	23-Sep-1986	Brazil: Para	3.65 S 52.367 W	Accipiter superciliosus	USNM:Birds:541338	652	2
JQ175885	20-Oct-1989	Australia: Queensland		Platycercus adscitus	USNM:Birds:542618	652	2
JQ175630	08-Mar-1999	Guyana	1.65 N 58.617 W	Orthopsittaca manilata	USNM:Birds:621949	652	2
JQ175376	23-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Micropygia schomburgkii	USNM:Birds:639367	652	2
JQ175120	28-Apr-1989	Philippines: Luzon	17.917 N 122.033 E	Hypothymis azurea	USNM:Birds:607503	648	2
JQ174864	10-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.596 E	Fraseria cinerascens	USNM:Birds:630911	607	2
JQ174608	11-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.596 E	Cyanomitra cyanolaema	USNM:Birds:630915	652	2
JQ174352	14-Aug-1986	Brazil: Para	3.65 S 52.367 W	Cephalopterus ornatus	USNM:Birds:541336	652	2
JQ174096	06-Nov-2000	Guyana	2.817 N 59.817 W	Arundinicola leucocephala	USNM:Birds:627491	651	2
JQ176606	09-Oct-1995	Argentina: Tucuman	26.75 S 65.738 W	Vanellus resplendens	USNM:Birds:620756	652	2
JQ176489	30-Jul-1989	Saint Vincent and the Grenadines: St. George Parish		Tiaris bicolor	USNM:Birds:612586	652	2
JQ176368	08-Aug-1989	Saint Vincent and the Grenadines: St. Andrew Parish		Tangara cucullata	USNM:Birds:612592	652	2
JQ176242	08-May-1989	Philippines: Luzon	17.85 N 121.983 E	Spilornis cheela	USNM:Birds:607263	651	2
JQ176228	02-Dec-1994	Myanmar: Sagaing		Sitta castanea	USNM:Birds:620394	652	2
JQ176227	02-Dec-1994	Myanmar: Sagaing		Sitta castanea	USNM:Birds:620384	652	2
JQ176168	20-Sep-1986	Brazil: Para	3.65 S 52.367 W	Sakesphorus luctuosus	USNM:Birds:541394	652	2
JQ176144	07-Apr-2000	Guyana	2.233 N 59.40 W	Rhytipterna immunda	USNM:Birds:625937	652	2
JQ176131	28-Nov-1994	Myanmar: Sagaing		Rhipidura aureola	USNM:Birds:620329	652	2
JQ176130	04-Dec-1994	Myanmar: Sagaing		Rhipidura aureola	USNM:Birds:620416	652	2
JQ176021	06-Mar-1990	Pacific Ocean	7.00 N 147.50 W	Pterodroma alba	USNM:Birds:613207	652	2
JQ175808	10-May-1989	Philippines: Luzon	17.85 N 121.983 E	Phylloscopus cebuensis	USNM:Birds:607471	648	2
JQ175648	24-Feb-1992	Argentina: Buenos Aires		Oxyura vittata	USNM:Birds:614580	652	2
JQ175622	14-Oct-2000	Guyana	6.017 N 58.20 W	Ornithion inerme	USNM:Birds:623083	648	2
JQ175498	21-Sep-1997	Guyana: Northwest District	7.367 N 60.483 W	Myrmotherula brachyura	USNM:Birds:621434	652	2
JQ175447	11-Mar-1991	Panama: Bocas Del Toro		Myiodynastes hemichrysus	USNM:Birds:614065	630	2
JQ175431	23-Jun-1999	USA: Virginia	38.185 N 79.921 W	Myiarchus crinitus	USNM:Birds:601398	648	2
JQ175415	11-Mar-1990	Philippines: Cagayan, Babuyan Islands		Monticola solitarius	USNM:Birds:635197	638	2
JQ175299	29-Oct-1995	Argentina: Misiones	26.955 S 55.086 W	Mackenziaena leachii	USNM:Birds:609544	652	2
JQ175184	04-Nov-2005	Uruguay: Artigas	30.81 S 56.096 W	Knipolegus lophotes	USNM:Birds:635860	652	3
JQ175109	29-Aug-1987	Brazil: Para	3.65 S 52.367 W	Hylophylax punctulatus	USNM:Birds:572595	652	2
JQ174933	22-Mar-1987	Panama: Bocas Del Toro		Geothlypis semiflava	USNM:Birds:605473	652	2
JQ174696	02-Dec-1994	Myanmar: Sagaing		Dicrurus macrocercus	USNM:Birds:620387	652	2
JQ174686	11-Mar-1990	Philippines: Cagayan, Babuyan Islands		Dicaeum pygmaeum	USNM:Birds:635194	652	2
JQ174555	04-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.592 E	Cossypha niveicapilla	USNM:Birds:630849	621	2
JQ174539	23-Jan-1999	Botswana		Coracias caudatus	USNM:Birds:587401	642	2
JQ174298	20-Aug-1986	Brazil: Para	3.65 S 52.367 W	Nyctipolus nigrescens	USNM:Birds:572517	652	2
JQ174083	10-Jan-1990	Australia: Queensland		Aratinga solstitialis	USNM:Birds:612805	652	2
JQ174036	15-Feb-1989	Panama: Bocas Del Toro	9.233 N 82.267 W	Anthracothorax prevostii	USNM:Birds:606780	644	2
JQ174021	01-Jun-2006	Gabon: Ogooue-Maritime	1.857 S 9.852 E	Andropadus latirostris	USNM:Birds:627265	651	2
JQ174017	09-Oct-2004	South Korea: North Cholla	35.883 N 126.633 E	Anas poecilorhyncha	USNM:Birds:633425	651	2
JQ173943	22-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Alcedo websteri	USNM:Birds:608680	651	2
JQ176672	11-Dec-1994	Myanmar: Sagaing		Yuhina zantholeuca	USNM:Birds:620481	652	2
JQ176671	08-Dec-1997	Myanmar: Sagaing		Yuhina zantholeuca	USNM:Birds:586582	652	2
JQ176670	27-Apr-1995	Myanmar: Chin		Yuhina gularis	USNM:Birds:620615	652	2
JQ176669	27-Apr-1995	Myanmar: Chin		Yuhina gularis	USNM:Birds:609291	652	2
JQ176668	27-Apr-1995	Myanmar: Chin		Yuhina gularis	USNM:Birds:620613	652	2
JQ176652	19-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	3.58 N 58.663 W	Xiphorhynchus guttatus	USNM:Birds:637024	652	2
JQ176651	04-Dec-2004	Guyana	6.40 N 58.767 W	Xiphorhynchus guttatus	USNM:Birds:627070	652	2
JQ176650	08-Feb-2001	Guyana	5.20 N 57.283 W	Xiphorhynchus guttatus	USNM:Birds:627198	652	2
JQ176649	06-May-1990	Panama: Chiriqui		Xiphorhynchus erythropygius	USNM:Birds:607586	652	2
JQ176647	03-May-1990	Panama: Chiriqui		Xiphorhynchus erythropygius	USNM:Birds:542836	645	2
JQ176646	24-Jul-2004	Guyana	4.965 N 59.914 W	Xipholena punicea	USNM:Birds:632451	652	2
JQ176645	19-Oct-2000	Guyana	6.017 N 58.20 W	Xipholena punicea	USNM:Birds:627457	652	2
JQ176644	13-Dec-2000	Guyana	6.017 N 58.20 W	Xipholena punicea	USNM:Birds:627079	652	2
JQ176643	22-Sep-1997	Guyana: Northwest District	7.367 N 60.483 W	Xiphocolaptes promeropirhynchus	USNM:Birds:586354	652	2
JQ176642	08-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Xiphocolaptes promeropirhynchus	USNM:Birds:637091	652	2
JQ176640	18-Aug-1986	Brazil: Para	3.65 S 52.367 W	Xiphocolaptes promeropirhynchus	USNM:Birds:572537	652	2
JQ176639	03-Sep-1986	Brazil: Para	3.65 S 52.367 W	Xiphocolaptes promeropirhynchus	USNM:Birds:572538	652	2
JQ176638	26-Jan-1994	Panama: San Blas		Xenornis setifrons	USNM:Birds:608929	652	2
JQ176637	25-Jan-1994	Panama: San Blas		Xenornis setifrons	USNM:Birds:608926	652	2
JQ176636	26-Jan-1994	Panama: San Blas		Xenornis setifrons	USNM:Birds:608928	652	2
JQ176635	13-Mar-2002	Guyana	8.40 N 59.75 W	Xenops tenuirostris	USNM:Birds:616815	652	2
JQ176634	10-Apr-2001	Guyana	5.267 N 60.733 W	Xenops tenuirostris	USNM:Birds:626868	643	2
JQ176633	27-Aug-1998	Guyana	1.417 N 58.95 W	Xenops milleri	USNM:Birds:625165	644	2
JQ176632	09-Nov-2000	Guyana	2.817 N 59.817 W	Xenopsaris albinucha	USNM:Birds:627347	627	2
JQ176631	11-Nov-2000	Guyana	2.817 N 59.817 W	Xenopsaris albinucha	USNM:Birds:627351	652	2
JQ176630	03-Nov-2000	Guyana	2.817 N 59.817 W	Xenopsaris albinucha	USNM:Birds:627478	649	2
JQ176629	22-Jan-2001	Guyana	5.517 N 60.733 W	Xenopipo atronitens	USNM:Birds:627046	652	2
JQ176628	16-Jan-2001	Guyana	5.517 N 60.733 W	Xenopipo atronitens	USNM:Birds:627168	652	2
JQ176627	02-Jun-2001	USA: Virginia	36.888 N 82.573 W	Setophaga citrina	USNM:Birds:633813	652	2
JQ176626	04-Jun-2001	USA: Virginia	36.80 N 82.904 W	Setophaga citrina	USNM:Birds:633891	652	2
JQ176625	03-Jun-2002	USA: Virginia	38.524 N 78.662 W	Setophaga citrina	USNM:Birds:627711	651	2
JQ176624	14-Sep-1997	Guyana: Northwest District	7.367 N 60.483 W	Vireolanius leucotis	USNM:Birds:621475	652	2
JQ176623	01-Apr-2000	Guyana	2.20 N 59.367 W	Vireolanius leucotis	USNM:Birds:626005	644	2
JQ176621	04-Jun-2002	USA: Virginia	38.149 N 78.767 W	Vermivora chrysoptera	USNM:Birds:623318	651	2
JQ176619	28-Oct-2005	Uruguay: Rocha	33.196 S 53.669 W	Veniliornis spilogaster	USNM:Birds:635950	619	2
JQ176618	28-Oct-2005	Uruguay: Rocha	33.196 S 53.669 W	Veniliornis spilogaster	USNM:Birds:635834	652	2
JQ176617	12-Sep-2002	Uruguay: Tacuarembo	31.394 S 55.96 W	Veniliornis spilogaster	USNM:Birds:630510	652	2
JQ176616	16-Dec-2000	Guyana	6.50 N 57.70 W	Veniliornis sanguineus	USNM:Birds:622944	652	2
JQ176615	18-Feb-1999	Guyana	6.517 N 57.733 W	Veniliornis sanguineus	USNM:Birds:625424	652	2
JQ176614	18-Feb-1999	Guyana	6.517 N 57.733 W	Veniliornis sanguineus	USNM:Birds:621985	652	2
JQ176607	16-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Veniliornis cassini	USNM:Birds:637021	652	2
JQ176605	05-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Vanellus cayanus	USNM:Birds:632377	652	2
JQ176604	05-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Vanellus cayanus	USNM:Birds:632376	652	2
JQ176603	11-Dec-1994	Myanmar: Sagaing		Urocissa erythrorhyncha	USNM:Birds:620469	652	2
JQ176602	07-Oct-1995	Argentina: Tucuman	26.738 S 65.768 W	Upucerthia validirostris	USNM:Birds:609496	652	2
JQ176601	04-Oct-1995	Argentina: Tucuman	26.738 S 65.768 W	Upucerthia validirostris	USNM:Birds:616269	652	2
JQ176600	04-Nov-2005	Uruguay: Artigas	30.81 S 56.096 W	Tyrannus savana	USNM:Birds:636114	614	2
JQ176599	02-Jan-2001	Guyana	6.30 N 58.217 W	Tyrannulus elatus	USNM:Birds:626734	617	2
JQ176597	19-Nov-2000	Guyana	6.017 N 58.20 W	Tyrannopsis sulphurea	USNM:Birds:627541	651	2
JQ176594	25-Aug-1998	Guyana	1.417 N 58.95 W	Tyranneutes virescens	USNM:Birds:621797	652	2
JQ176593	28-Feb-1999	Guyana	1.65 N 58.617 W	Tyranneutes virescens	USNM:Birds:625574	652	2
JQ176592	09-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Turtur tympanistria	USNM:Birds:631604	652	2
JQ176591	11-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.596 E	Turtur chalcospilos	USNM:Birds:630921	627	2
JQ176590	11-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.596 E	Turtur chalcospilos	USNM:Birds:630913	652	2
JQ176589	12-Mar-2006	Gabon: Ogooue-Maritime	1.945 S 9.867 E	Turtur brehmeri	USNM:Birds:622878	652	2
JQ176588	16-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Turtur brehmeri	USNM:Birds:631655	652	2
JQ176587	31-May-2006	Gabon: Ogooue-Maritime	1.857 S 9.852 E	Turtur brehmeri	USNM:Birds:627283	649	2
JQ176586	04-Jun-2006	Gabon: Ogooue-Maritime	1.936 S 9.881 E	Turtur afer	USNM:Birds:627271	644	2
JQ176584	04-Jun-2006	Gabon: Ogooue-Maritime	1.936 S 9.881 E	Turtur afer	USNM:Birds:627319	632	2
JQ176580	09-Apr-2001	Guyana	5.267 N 60.733 W	Turdus olivater	USNM:Birds:626828	652	2
JQ176579	06-Apr-2001	Guyana	5.267 N 60.733 W	Turdus olivater	USNM:Birds:626925	652	2
JQ176576	03-May-1990	Panama: Chiriqui		Turdus obsoletus	USNM:Birds:542849	652	2
JQ176575	29-Jul-1989	Saint Vincent and the Grenadines: St. George Parish		Turdus nudigenis	USNM:Birds:542590	652	2
JQ176574	29-Jul-1989	Saint Vincent and the Grenadines: St. George Parish		Turdus nudigenis	USNM:Birds:607197	652	2
JQ176573	11-Nov-2000	Guyana	2.817 N 59.817 W	Turdus nudigenis	USNM:Birds:627422	650	2
JQ176571	06-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Turdus nudigenis	USNM:Birds:632780	652	2
JQ176570	16-Jul-1998	Swaziland		Turdus libonyana	USNM:Birds:621685	652	2
JQ176569	21-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Turdus ignobilis	USNM:Birds:639350	652	2
JQ176567	21-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Turdus ignobilis	USNM:Birds:639198	652	2
JQ176565	13-Feb-1989	Panama: Bocas Del Toro	9.233 N 82.267 W	Turdus grayi	USNM:Birds:607022	652	2
JQ176564	06-Aug-1989	Saint Vincent and the Grenadines: St. Andrew Parish		Turdus fumigatus	USNM:Birds:607196	652	2
JQ176563	04-Aug-1989	Saint Vincent and the Grenadines: St. Andrew Parish		Turdus fumigatus	USNM:Birds:612569	652	2
JQ176561	21-Mar-2002	Guyana	8.25 N 59.733 W	Turdus fumigatus	USNM:Birds:627586	652	2
JQ176560	24-Mar-2002	Guyana	8.25 N 59.733 W	Turdus fumigatus	USNM:Birds:627735	652	2
JQ176559	06-Oct-2004	South Korea: North Cholla	35.883 N 126.633 E	Turdus dissimilis	USNM:Birds:633404	652	2
JQ176558	07-Dec-1994	Myanmar: Sagaing		Turdoides gularis	USNM:Birds:620451	652	2
JQ176557	06-Dec-1994	Myanmar: Sagaing		Turdoides gularis	USNM:Birds:620444	652	2
JQ176556	21-Sep-2002	Uruguay: Rocha	33.794 S 53.887 W	Calidris subruficollis	USNM:Birds:630535	652	2
JQ176553	21-Feb-1999	Guyana	5.941 N 58.242 W	Trogon viridis	USNM:Birds:621967	652	2
JQ176552	04-Dec-2000	Guyana	6.40 N 58.767 W	Trogon violaceus	USNM:Birds:626691	652	2
JQ176551	22-Feb-1989	Panama: Bocas Del Toro		Trogon violaceus	USNM:Birds:612330	652	2
JQ176548	27-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Trogon personatus	USNM:Birds:639248	652	2
JQ176547	04-Apr-2001	Guyana	5.267 N 60.733 W	Trogon personatus	USNM:Birds:626919	652	2
JQ176546	27-Mar-2001	Guyana	5.283 N 60.75 W	Trogon personatus	USNM:Birds:626789	652	2
JQ176543	08-Feb-1989	Panama: Bocas Del Toro		Trogon massena	USNM:Birds:606818	648	2
JQ176542	06-Feb-1989	Panama: Bocas Del Toro		Trogon massena	USNM:Birds:606817	648	2
JQ176541	15-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Trogon collaris	USNM:Birds:637140	652	2
JQ176540	12-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Trogon collaris	USNM:Birds:637214	652	2
JQ176539	09-May-1990	Panama: Chiriqui		Trogon collaris	USNM:Birds:607583	652	2
JQ176538	10-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Trogon collaris	USNM:Birds:637199	652	2
JQ176537	12-Mar-1991	Panama: Bocas Del Toro		Trogon clathratus	USNM:Birds:613996	648	2
JQ176536	03-Mar-1991	Panama: Bocas Del Toro		Trogon clathratus	USNM:Birds:613995	652	2
JQ176535	07-May-1990	Panama: Chiriqui		Trogon aurantiiventris	USNM:Birds:613304	652	2
JQ176534	06-Apr-2001	Guyana	5.267 N 60.733 W	Troglodytes rufulus	USNM:Birds:626861	652	2
JQ176533	11-Apr-2001	Guyana	5.267 N 60.733 W	Troglodytes rufulus	USNM:Birds:626937	652	2
JQ176532	29-Nov-1988	Australia: Queensland		Trichoglossus chlorolepidotus	USNM:Birds:612680	630	2
JQ176531	07-May-1989	Philippines: Luzon	17.85 N 121.983 E	Treron pompadora	USNM:Birds:607286	651	2
JQ176529	29-Jun-2006	USA: California		Toxostoma redivivum	USNM:Birds:636895	652	2
JQ176528	02-Sep-1998	Guyana	1.383 N 58.933 W	Touit purpuratus	USNM:Birds:621712	652	2
JQ176526	12-Sep-1998	Guyana	1.333 N 58.967 W	Touit purpuratus	USNM:Birds:625108	652	2
JQ176524	14-Nov-1994	Guyana: Essequibo	5.50 N 60.783 W	Topaza pella	USNM:Birds:609131	652	2
JQ176523	01-Nov-2000	Guyana	2.817 N 59.817 W	Tolmomyias sulphurescens	USNM:Birds:627337	650	2
